uniqueID,sc,year,round,fdate,site,AM_PM,transect,treatment,L_R,genus,species,ssp,sex,detby,Taxonomy_notes,det_date,basicID,non_bee_desc1,plant_code,plant_genus_2013,plant_species_2013,plant_genus,plant_species,planted,coll,lat,lon,spec_notes,plant_check1,plant_check2,error_redo
NAT.CIG2011_207,2011_URWAT,2011,1,6/3/11,URWA,PM,1,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_208,2011_URWAT,2011,1,6/3/11,URWA,PM,1,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_209,2011_URWAT,2011,1,6/3/11,URWA,PM,1,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_210,2011_URWAT,2011,1,6/3/11,URWA,PM,1,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_211,2011_URWAT,2011,1,6/3/11,URWA,PM,1,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_212,2011_URWAT,2011,1,6/3/11,URWA,PM,1,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_213,2011_URWAT,2011,1,6/3/11,URWA,PM,1,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_214,2011_URWAT,2011,1,6/3/11,URWA,PM,1,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_215,2011_URWAT,2011,1,6/3/11,URWA,PM,1,T,,Lasioglossum,mitchelli,,f,Gibbs,,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,yes,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_216,2011_URWAT,2011,1,6/3/11,URWA,PM,1,T,,Halictus,ligatus,,f,Ascher,,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,yes,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_217,2011_URWAC,2011,1,6/3/11,URWA,AM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2178,2011_URWAT,2011,3,8/2/11,URWA,AM,1,T,L,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,RUHI,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_2179,2011_URWAT,2011,3,8/2/11,URWA,AM,1,T,L,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,RUHI,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_218,2011_URWAC,2011,1,6/3/11,URWA,AM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2180,2011_URWAT,2011,3,8/2/11,URWA,AM,1,T,L,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,RUHI,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_2181,2011_URWAT,2011,3,8/2/11,URWA,AM,1,T,R,Halictus,ligatus,,f,Ascher,,0000-00-00,bee,,RUHI2,Rudbeckia,hirta,Rudbeckia,hirta,yes,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_2182,2011_URWAT,2011,3,8/2/11,URWA,AM,3,T,L,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,RUHI,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_2183,2011_URWAT,2011,3,8/2/11,URWA,AM,3,T,L,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,RUHI,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_2184,2011_URWAT,2011,3,8/2/11,URWA,AM,3,T,L,Halictus,ligatus,,f,Ascher,,0000-00-00,bee,,RUHI2,Rudbeckia,hirta,Rudbeckia,hirta,yes,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_2185,2011_URWAT,2011,3,8/2/11,URWA,AM,3,T,L,Halictus,ligatus,,f,Ascher,,0000-00-00,bee,,RUHI2,Rudbeckia,hirta,Rudbeckia,hirta,yes,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_2186,2011_URWAT,2011,3,8/2/11,URWA,AM,3,T,L,Halictus,ligatus,,f,Ascher,,0000-00-00,bee,,RUHI2,Rudbeckia,hirta,Rudbeckia,hirta,yes,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_2187,2011_URWAT,2011,3,8/2/11,URWA,AM,3,T,R,Ceratina,calcarata_dupla_mikmaqi,,f,Ascher,,0000-00-00,bee,,RUHI2,Rudbeckia,hirta,Rudbeckia,hirta,yes,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_2188,2011_URWAT,2011,3,8/2/11,URWA,AM,3,T,R,Halictus,ligatus,,f,Ascher,,0000-00-00,bee,,RUHI2,Rudbeckia,hirta,Rudbeckia,hirta,yes,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_2189,2011_URWAT,2011,3,8/2/11,URWA,AM,3,T,R,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,RUHI,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_219,2011_URWAC,2011,1,6/3/11,URWA,AM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2190,2011_URWAT,2011,3,8/2/11,URWA,AM,4,T,R,Augochlorella,aurata,,f,Ascher,,0000-00-00,bee,,RUHI2,Rudbeckia,hirta,Rudbeckia,hirta,yes,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_2191,2011_URWAC,2011,3,8/2/11,URWA,AM,1,C,L,Lasioglossum,versatum,,f,Gibbs,,0000-00-00,bee,,CLVU,Clinopodium,vulgare,Clinopodium,vulgare,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2192,2011_URWAC,2011,3,8/2/11,URWA,AM,1,C,L,Bombus,impatiens,,f,Ascher,,0000-00-00,bee,,PRVU,Prunella,vulgaris,Prunella,vulgaris,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2193,2011_URWAC,2011,3,8/2/11,URWA,AM,1,C,L,Augochlorella,aurata,,f,Ascher,,0000-00-00,bee,,SOCA6,Solidago,canadensis,Solidago,canadensis,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2194,2011_URWAC,2011,3,8/2/11,URWA,AM,1,C,R,Bombus,impatiens,,f,Ascher,,0000-00-00,bee,,PRVU,Prunella,vulgaris,Prunella,vulgaris,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2195,2011_URWAC,2011,3,8/2/11,URWA,AM,1,C,R,Lasioglossum,versatum,,f,Gibbs,,0000-00-00,bee,,SOCA6,Solidago,canadensis,Solidago,canadensis,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2196,2011_URWAC,2011,3,8/2/11,URWA,AM,3,C,L,Halictus,ligatus,,f,Ascher,,0000-00-00,bee,,SOCA6,Solidago,canadensis,Solidago,canadensis,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2197,2011_URWAC,2011,3,8/2/11,URWA,AM,3,C,L,Lasioglossum,versatum,,f,Gibbs,,0000-00-00,bee,,DACA6,Daucus,carota,Daucus,carota,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2198,2011_URWAC,2011,3,8/2/11,URWA,AM,3,C,R,Halictus,ligatus,,f,Ascher,,0000-00-00,bee,,SOCA6,Solidago,canadensis,Solidago,canadensis,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2199,2011_URWAC,2011,3,8/2/11,URWA,AM,3,C,R,Halictus,ligatus,,f,Ascher,,0000-00-00,bee,,SOCA6,Solidago,canadensis,Solidago,canadensis,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_220,2011_URWAC,2011,1,6/3/11,URWA,AM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2200,2011_URWAC,2011,3,8/2/11,URWA,AM,3,C,R,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,SOCAG,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2201,2011_URWAC,2011,3,8/2/11,URWA,AM,3,C,R,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,SOCAG,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2202,2011_URWAC,2011,3,8/2/11,URWA,AM,4,C,L,Lasioglossum,versatum,,f,Gibbs,,0000-00-00,bee,,DACA6,Daucus,carota,Daucus,carota,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2203,2011_URWAC,2011,3,8/2/11,URWA,AM,4,C,L,Hylaeus,affinis_modestus,,f,Ascher,,0000-00-00,bee,,DACA6,Daucus,carota,Daucus,carota,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2204,2011_URWAC,2011,3,8/2/11,URWA,AM,4,C,L,Hylaeus,affinis_modestus,,f,Ascher,,0000-00-00,bee,,DACA6,Daucus,carota,Daucus,carota,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2205,2011_URWAC,2011,3,8/2/11,URWA,AM,4,C,R,Lasioglossum,versatum,,f,Gibbs,,0000-00-00,bee,,DACA6,Daucus,carota,Daucus,carota,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2206,2011_URWAC,2011,3,8/2/11,URWA,AM,4,C,R,Megachile,montivaga,,f,Ascher,,0000-00-00,bee,,ASTU,Asclepias,tuberosa,Asclepias,tuberosa,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2207,2011_URWAC,2011,3,8/2/11,URWA,AM,4,C,R,Augochlorella,aurata,,f,Ascher,,0000-00-00,bee,,SOCA6,Solidago,canadensis,Solidago,canadensis,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2208,2011_URWAC,2011,3,8/2/11,URWA,AM,4,C,R,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,SOCAG,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2209,2011_URWAT,2011,3,8/2/11,URWA,PM,1,T,R,Ceratina,calcarata_dupla_mikmaqi,,f,Ascher,,0000-00-00,bee,,RUHI2,Rudbeckia,hirta,Rudbeckia,hirta,yes,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_221,2011_URWAC,2011,1,6/3/11,URWA,AM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2210,2011_URWAT,2011,3,8/2/11,URWA,PM,3,T,L,Ceratina,calcarata_dupla_mikmaqi,,f,Ascher,,0000-00-00,bee,,RUHI2,Rudbeckia,hirta,Rudbeckia,hirta,yes,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_2211,2011_URWAT,2011,3,8/2/11,URWA,PM,4,T,R,Halictus,ligatus,,f,Ascher,,0000-00-00,bee,,COTI3,Coreopsis,tinctoria,Coreopsis,tinctoria,yes,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_2212,2011_URWAC,2011,3,8/2/11,URWA,PM,1,C,L,Halictus,ligatus,,f,Ascher,,0000-00-00,bee,,SOCA6,Solidago,canadensis,Solidago,canadensis,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2213,2011_URWAC,2011,3,8/2/11,URWA,PM,1,C,R,Hylaeus,affinis_modestus,,f,Ascher,,0000-00-00,bee,,DACA6,Daucus,carota,Daucus,carota,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2214,2011_URWAC,2011,3,8/2/11,URWA,PM,1,C,R,Bombus,impatiens,,f,Ascher,,0000-00-00,bee,,PRVU,Prunella,vulgaris,Prunella,vulgaris,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2215,2011_URWAC,2011,3,8/2/11,URWA,PM,1,C,R,Hylaeus,affinis_modestus,,f,Ascher,,0000-00-00,bee,,SOCA6,Solidago,canadensis,Solidago,canadensis,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2216,2011_URWAC,2011,3,8/2/11,URWA,PM,1,C,R,Lasioglossum,versatum,,f,Gibbs,,0000-00-00,bee,,SOCA6,Solidago,canadensis,Solidago,canadensis,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2217,2011_URWAC,2011,3,8/2/11,URWA,PM,1,C,R,Halictus,ligatus,,f,Ascher,,0000-00-00,bee,,SOCA6,Solidago,canadensis,Solidago,canadensis,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2218,2011_URWAC,2011,3,8/2/11,URWA,PM,3,C,L,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,PRVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2219,2011_URWAC,2011,3,8/2/11,URWA,PM,3,C,R,Lasioglossum,versatum,,NULL,NULL,,0000-00-00,bee,,SOCA6,Solidago,canadensis,Solidago,canadensis,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_222,2011_URWAC,2011,1,6/3/11,URWA,AM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2220,2011_URWAC,2011,3,8/2/11,URWA,PM,3,C,R,Halictus,ligatus,,f,Ascher,,0000-00-00,bee,,SOCA6,Solidago,canadensis,Solidago,canadensis,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2221,2011_URWAC,2011,3,8/2/11,URWA,PM,3,C,R,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,SOCAG,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2222,2011_URWAC,2011,3,8/2/11,URWA,PM,4,C,L,Bombus,impatiens,,f,Ascher,,0000-00-00,bee,,PRVU,Prunella,vulgaris,Prunella,vulgaris,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2223,2011_URWAC,2011,3,8/2/11,URWA,PM,4,C,R,Augochlora,pura,,f,Ascher,,0000-00-00,bee,,ASTU,Asclepias,tuberosa,Asclepias,tuberosa,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2224,2011_URWAC,2011,3,8/2/11,URWA,PM,4,C,R,Lasioglossum,versatum,,f,Gibbs,,0000-00-00,bee,,SOCA6,Solidago,canadensis,Solidago,canadensis,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2225,2011_URWAC,2011,3,8/2/11,URWA,PM,4,C,R,Lasioglossum,mitchelli,,f,Gibbs,,0000-00-00,bee,,SOCA6,Solidago,canadensis,Solidago,canadensis,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2226,2011_URWAT,2011,3,8/2/11,URWA,AM,2,T,L,Augochlorella,aurata,,f,Ascher,,0000-00-00,bee,,RUHI2,Rudbeckia,hirta,Rudbeckia,hirta,yes,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_2227,2011_URWAT,2011,3,8/2/11,URWA,AM,2,T,L,Augochlorella,aurata,,f,Ascher,,0000-00-00,bee,,RUHI2,Rudbeckia,hirta,Rudbeckia,hirta,yes,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_2228,2011_URWAT,2011,3,8/2/11,URWA,AM,2,T,L,Augochlorella,aurata,,f,Ascher,,0000-00-00,bee,,RUHI2,Rudbeckia,hirta,Rudbeckia,hirta,yes,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_2229,2011_URWAT,2011,3,8/2/11,URWA,AM,2,T,L,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,RUHI,0,0,0,0,no,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_223,2011_URWAC,2011,1,6/3/11,URWA,AM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2230,2011_URWAC,2011,3,8/2/11,URWA,AM,2,C,L,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,SOCAG,0,0,0,0,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_2231,2011_URWAC,2011,3,8/2/11,URWA,AM,2,C,L,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,SOCAG,0,0,0,0,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_2232,2011_URWAC,2011,3,8/2/11,URWA,AM,2,C,L,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,SOCAG,0,0,0,0,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_2233,2011_URWAC,2011,3,8/2/11,URWA,AM,2,C,L,Halictus,ligatus,,m,Gibbs,,0000-00-00,bee,,SOCA6,Solidago,canadensis,Solidago,canadensis,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_2234,2011_URWAC,2011,3,8/2/11,URWA,AM,2,C,L,Ceratina,calcarata_dupla_mikmaqi,,f,Ascher,,0000-00-00,bee,,SOCA6,Solidago,canadensis,Solidago,canadensis,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_2235,2011_URWAC,2011,3,8/2/11,URWA,AM,2,C,L,,,,NULL,NULL,,0000-00-00,wasp,Eumeninae,SOCAG,0,0,0,0,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_2236,2011_URWAC,2011,3,8/2/11,URWA,AM,2,C,L,Myzinum,,,NULL,NULL,,0000-00-00,wasp,,SOCAG,0,0,0,0,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_2237,2011_URWAC,2011,3,8/2/11,URWA,AM,2,C,L,Lasioglossum,versatum,,f,Gibbs,,0000-00-00,bee,,DACA6,Daucus,carota,Daucus,carota,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_2238,2011_URWAC,2011,3,8/2/11,URWA,AM,2,C,L,Lasioglossum,versatum,,f,Gibbs,,0000-00-00,bee,,DACA6,Daucus,carota,Daucus,carota,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_2239,2011_URWAC,2011,3,8/2/11,URWA,AM,2,C,L,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,White AP,0,0,0,0,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_224,2011_URWAC,2011,1,6/3/11,URWA,AM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_2240,2011_URWAC,2011,3,8/2/11,URWA,AM,2,C,R,Hylaeus,affinis_modestus,,f,Ascher,,0000-00-00,bee,,DACA6,Daucus,carota,Daucus,carota,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_2241,2011_URWAC,2011,3,8/2/11,URWA,AM,2,C,R,Anthidium,manicatum,manicatum,NULL,NULL,,0000-00-00,bee,,SOCA6,Solidago,canadensis,Solidago,canadensis,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_2242,2011_URWAC,2011,3,8/2/11,URWA,AM,2,C,R,Bombus,impatiens,,f,Ascher,,0000-00-00,bee,,SOCA6,Solidago,canadensis,Solidago,canadensis,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_2243,2011_URWAC,2011,3,8/2/11,URWA,AM,2,C,R,Halictus,ligatus,,f,Ascher,,0000-00-00,bee,,SOCA6,Solidago,canadensis,Solidago,canadensis,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_2244,2011_URWAC,2011,3,8/2/11,URWA,AM,2,C,R,Polistes,fuscatus?,,NULL,NULL,,0000-00-00,wasp,,SOCAG,0,0,0,0,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_2245,2011_URWAT,2011,3,8/2/11,URWA,PM,2,T,R,Augochlora,pura,,f,Ascher,,0000-00-00,bee,,RUHI2,Rudbeckia,hirta,Rudbeckia,hirta,yes,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_2246,2011_URWAT,2011,3,8/2/11,URWA,PM,2,T,L,Ceratina,strenua,,f,Ascher,,0000-00-00,bee,,RUHI2,Rudbeckia,hirta,Rudbeckia,hirta,yes,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_225,2011_URWAC,2011,1,6/3/11,URWA,AM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_226,2011_URWAC,2011,1,6/3/11,URWA,AM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_227,2011_URWAC,2011,1,6/3/11,URWA,AM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_228,2011_URWAC,2011,1,6/3/11,URWA,AM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_229,2011_URWAC,2011,1,6/3/11,URWA,AM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_230,2011_URWAC,2011,1,6/3/11,URWA,AM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_231,2011_URWAC,2011,1,6/3/11,URWA,AM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ROMU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_232,2011_URWAC,2011,1,6/3/11,URWA,AM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ROMU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_233,2011_URWAC,2011,1,6/3/11,URWA,AM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,PLLA,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_234,2011_URWAC,2011,1,6/3/11,URWA,AM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,PLLA,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_235,2011_URWAC,2011,1,6/3/11,URWA,PM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_236,2011_URWAC,2011,1,6/3/11,URWA,PM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_237,2011_URWAC,2011,1,6/3/11,URWA,PM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_238,2011_URWAC,2011,1,6/3/11,URWA,PM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_239,2011_URWAC,2011,1,6/3/11,URWA,PM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_240,2011_URWAC,2011,1,6/3/11,URWA,PM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_241,2011_URWAC,2011,1,6/3/11,URWA,PM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_242,2011_URWAC,2011,1,6/3/11,URWA,PM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_243,2011_URWAC,2011,1,6/3/11,URWA,PM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_244,2011_URWAC,2011,1,6/3/11,URWA,PM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_245,2011_URWAC,2011,1,6/3/11,URWA,PM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_246,2011_URWAC,2011,1,6/3/11,URWA,PM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_247,2011_URWAC,2011,1,6/3/11,URWA,PM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_248,2011_URWAC,2011,1,6/3/11,URWA,PM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_249,2011_URWAC,2011,1,6/3/11,URWA,PM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_250,2011_URWAC,2011,1,6/3/11,URWA,PM,1,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_251,2011_URWAT,2011,1,6/3/11,URWA,AM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,PEDI,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_252,2011_URWAT,2011,1,6/3/11,URWA,AM,3,T,,Hoplitis,pilosifrons,,f,Ascher,,0000-00-00,bee,,PEDI,Penstemon,digitalis,Penstemon,digitalis,yes,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_253,2011_URWAT,2011,1,6/3/11,URWA,AM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_254,2011_URWAT,2011,1,6/3/11,URWA,AM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
