,sc,year,site,treatment,transect,round,uniqueID,genus,species,gs,plant_genus,plant_species,genus_species
9342,2014_DRT,2014,DR,T,2,2,XCIG2014_1632,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9343,2014_DRT,2014,DR,T,2,2,XCIG2014_1633,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9344,2014_DRT,2014,DR,T,2,2,XCIG2014_1634,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9345,2014_DRT,2014,DR,T,2,2,XCIG2014_1635,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9346,2014_DRT,2014,DR,T,2,2,XCIG2014_1636,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9347,2014_DRT,2014,DR,T,2,2,XCIG2014_1637,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9348,2014_DRT,2014,DR,T,2,2,XCIG2014_1638,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9349,2014_DRT,2014,DR,T,2,2,XCIG2014_1639,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9350,2014_DRT,2014,DR,T,1,2,XCIG2014_1640,Ceratina,calcarata,Ceratina_calcarata,Rudbeckia,hirta,Rudbeckia_hirta
9351,2014_DRT,2014,DR,T,1,2,XCIG2014_1641,Andrena,rudbeckiae,Andrena_rudbeckiae,Rudbeckia,hirta,Rudbeckia_hirta
9352,2014_DRT,2014,DR,T,1,2,XCIG2014_1642,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9353,2014_DRT,2014,DR,T,1,2,XCIG2014_1643,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9354,2014_DRT,2014,DR,T,1,2,XCIG2014_1644,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9355,2014_DRT,2014,DR,T,1,2,XCIG2014_1645,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9356,2014_DRC,2014,DR,C,1,2,XCIG2014_1646,Halictus,confusus,Halictus_confusus,Trifolium,hybridum,Trifolium_hybridum
9357,2014_DRC,2014,DR,C,1,2,XCIG2014_1647,Halictus,confusus,Halictus_confusus,Trifolium,hybridum,Trifolium_hybridum
9358,2014_DRC,2014,DR,C,1,2,XCIG2014_1648,Andrena,wilkella,Andrena_wilkella,Trifolium,hybridum,Trifolium_hybridum
9359,2014_DRC,2014,DR,C,1,2,XCIG2014_1649,Andrena,wilkella,Andrena_wilkella,Trifolium,hybridum,Trifolium_hybridum
9360,2014_DRC,2014,DR,C,1,2,XCIG2014_1650,Lasioglossum,admirandum,Lasioglossum_admirandum,Trifolium,hybridum,Trifolium_hybridum
9361,2014_DRT,2014,DR,T,2,2,XCIG2014_1651,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9362,2014_DRT,2014,DR,T,2,2,XCIG2014_1652,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9363,2014_DRT,2014,DR,T,2,2,XCIG2014_1653,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9364,2014_DRT,2014,DR,T,2,2,XCIG2014_1654,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9366,2014_DRC,2014,DR,C,1,2,XCIG2014_1656,Halictus,confusus,Halictus_confusus,Erigeron,annuus,Erigeron_annuus
9367,2014_DRC,2014,DR,C,1,2,XCIG2014_1657,Halictus,ligatus,Halictus_ligatus,Erigeron,annuus,Erigeron_annuus
9368,2014_DRC,2014,DR,C,1,2,XCIG2014_1658,Halictus,ligatus,Halictus_ligatus,Erigeron,annuus,Erigeron_annuus
9369,2014_DRC,2014,DR,C,1,2,XCIG2014_1659,Halictus,confusus,Halictus_confusus,Erigeron,annuus,Erigeron_annuus
9370,2014_DRC,2014,DR,C,1,2,XCIG2014_1660,Halictus,ligatus,Halictus_ligatus,Erigeron,annuus,Erigeron_annuus
9371,2014_DRC,2014,DR,C,1,2,XCIG2014_1661,Halictus,ligatus,Halictus_ligatus,Erigeron,annuus,Erigeron_annuus
9372,2014_DRC,2014,DR,C,1,2,XCIG2014_1662,Hylaeus,mesillae,Hylaeus_mesillae,Erigeron,annuus,Erigeron_annuus
9373,2014_DRT,2014,DR,T,1,2,XCIG2014_1663,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9374,2014_DRT,2014,DR,T,1,2,XCIG2014_1664,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9375,2014_DRT,2014,DR,T,1,2,XCIG2014_1665,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
9376,2014_DRT,2014,DR,T,1,2,XCIG2014_1666,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
9377,2014_DRT,2014,DR,T,1,2,XCIG2014_1667,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
9378,2014_DRT,2014,DR,T,1,2,XCIG2014_1668,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9379,2014_DRT,2014,DR,T,1,2,XCIG2014_1669,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9380,2014_DRT,2014,DR,T,1,2,XCIG2014_1670,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9381,2014_DRT,2014,DR,T,1,2,XCIG2014_1671,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9382,2014_DRT,2014,DR,T,1,2,XCIG2014_1672,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9383,2014_DRT,2014,DR,T,1,2,XCIG2014_1673,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9384,2014_DRT,2014,DR,T,1,2,XCIG2014_1674,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9385,2014_DRT,2014,DR,T,1,2,XCIG2014_1675,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9386,2014_DRT,2014,DR,T,1,2,XCIG2014_1676,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9387,2014_DRT,2014,DR,T,1,2,XCIG2014_1677,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9388,2014_DRT,2014,DR,T,1,2,XCIG2014_1678,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
9389,2014_DRT,2014,DR,T,1,2,XCIG2014_1679,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
9390,2014_DRT,2014,DR,T,1,2,XCIG2014_1680,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9391,2014_DRT,2014,DR,T,1,2,XCIG2014_1681,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9392,2014_DRT,2014,DR,T,1,2,XCIG2014_1682,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9393,2014_DRT,2014,DR,T,1,2,XCIG2014_1683,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9394,2014_DRT,2014,DR,T,1,2,XCIG2014_1684,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9395,2014_DRT,2014,DR,T,1,2,XCIG2014_1685,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9396,2014_DRT,2014,DR,T,1,2,XCIG2014_1686,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9397,2014_DRT,2014,DR,T,1,2,XCIG2014_1687,Augochlorella,aurata,Augochlorella_aurata,Monarda,fistulosa,Monarda_fistulosa
9398,2014_URC,2014,UR,C,2,2,XCIG2014_1688,Bombus,griseocollis,Bombus_griseocollis,Pycnanthemum,tenuifolium,Pycnanthemum_tenuifolium
9399,2014_URC,2014,UR,C,2,2,XCIG2014_1689,Bombus,bimaculatus,Bombus_bimaculatus,Pycnanthemum,tenuifolium,Pycnanthemum_tenuifolium
9400,2014_URC,2014,UR,C,2,2,XCIG2014_1690,Bombus,impatiens,Bombus_impatiens,Pycnanthemum,tenuifolium,Pycnanthemum_tenuifolium
9401,2014_URC,2014,UR,C,1,2,XCIG2014_1691,Lasioglossum,versatum,Lasioglossum_versatum,Oenothera,parviflora,Oenothera_parviflora
9402,2014_URC,2014,UR,C,1,2,XCIG2014_1692,Halictus,ligatus,Halictus_ligatus,Oenothera,parviflora,Oenothera_parviflora
9403,2014_URT,2014,UR,T,2,2,XCIG2014_1693,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9404,2014_URT,2014,UR,T,2,2,XCIG2014_1694,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9405,2014_URT,2014,UR,T,2,2,XCIG2014_1695,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9406,2014_URT,2014,UR,T,2,2,XCIG2014_1696,Heriades,carinata,Heriades_carinata,Monarda,fistulosa,Monarda_fistulosa
9407,2014_URT,2014,UR,T,2,2,XCIG2014_1697,Heriades,carinata,Heriades_carinata,Monarda,fistulosa,Monarda_fistulosa
9408,2014_URC,2014,UR,C,2,2,XCIG2014_1698,Ceratina,dupla,Ceratina_dupla,Allium,vineale,Allium_vineale
9409,2014_URC,2014,UR,C,1,2,XCIG2014_1699,Augochlorella,aurata,Augochlorella_aurata,Allium,vineale,Allium_vineale
9410,2014_URC,2014,UR,C,1,2,XCIG2014_1700,Lasioglossum,versatum,Lasioglossum_versatum,Asclepias,tuberosa,Asclepias_tuberosa
9411,2014_URT,2014,UR,T,2,2,XCIG2014_1701,Bombus,bimaculatus,Bombus_bimaculatus,Apocynum,cannabinum,Apocynum_cannabinum
9412,2014_URT,2014,UR,T,2,2,XCIG2014_1702,Bombus,griseocollis,Bombus_griseocollis,Apocynum,cannabinum,Apocynum_cannabinum
9413,2014_URC,2014,UR,C,2,2,XCIG2014_1704,Lasioglossum,versatum,Lasioglossum_versatum,Apocynum,cannabinum,Apocynum_cannabinum
9414,2014_URT,2014,UR,T,1,2,XCIG2014_1705,Halictus,ligatus,Halictus_ligatus,Rudbeckia,hirta,Rudbeckia_hirta
9415,2014_URC,2014,UR,C,2,2,XCIG2014_1706,Bombus,impatiens,Bombus_impatiens,Pycnanthemum,tenuifolium,Pycnanthemum_tenuifolium
9416,2014_URC,2014,UR,C,2,2,XCIG2014_1708,Bombus,impatiens,Bombus_impatiens,Apocynum,cannabinum,Apocynum_cannabinum
9417,2014_URC,2014,UR,C,2,2,XCIG2014_1709,Augochlora,pura,Augochlora_pura,Apocynum,cannabinum,Apocynum_cannabinum
9418,2014_URT,2014,UR,T,1,2,XCIG2014_1711,Agapostemon,virescens,Agapostemon_virescens,Trautvetteria,caroliniensis,Trautvetteria_caroliniensis
9419,2014_URT,2014,UR,T,1,2,XCIG2014_1712,Ceratina,dupla,Ceratina_dupla,NA,NA,NA_NA
9420,2014_URT,2014,UR,T,2,2,XCIG2014_1713,Bombus,perplexus,Bombus_perplexus,Monarda,fistulosa,Monarda_fistulosa
9421,2014_URT,2014,UR,T,2,2,XCIG2014_1714,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9422,2014_URT,2014,UR,T,2,2,XCIG2014_1715,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9423,2014_URT,2014,UR,T,2,2,XCIG2014_1716,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9424,2014_URT,2014,UR,T,2,2,XCIG2014_1717,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9425,2014_URT,2014,UR,T,2,2,XCIG2014_1718,Heriades,carinata,Heriades_carinata,Monarda,fistulosa,Monarda_fistulosa
9426,2014_URT,2014,UR,T,2,2,XCIG2014_1719,Heriades,carinata,Heriades_carinata,Monarda,fistulosa,Monarda_fistulosa
9427,2014_SHT,2014,SH,T,1,2,XCIG2014_1720,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9428,2014_SHT,2014,SH,T,1,2,XCIG2014_1721,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
9429,2014_SHT,2014,SH,T,1,2,XCIG2014_1722,Bombus,auricomus,Bombus_auricomus,Monarda,fistulosa,Monarda_fistulosa
9430,2014_SHT,2014,SH,T,1,2,XCIG2014_1723,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9431,2014_SHT,2014,SH,T,1,2,XCIG2014_1724,Bombus,pensylvanicus,Bombus_pensylvanicus,Monarda,fistulosa,Monarda_fistulosa
9432,2014_SHT,2014,SH,T,1,2,XCIG2014_1725,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9433,2014_SHT,2014,SH,T,1,2,XCIG2014_1726,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9434,2014_SHT,2014,SH,T,1,2,XCIG2014_1727,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9435,2014_SHT,2014,SH,T,1,2,XCIG2014_1728,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9436,2014_SHT,2014,SH,T,1,2,XCIG2014_1729,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9437,2014_SHT,2014,SH,T,1,2,XCIG2014_1730,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
9438,2014_SHT,2014,SH,T,1,2,XCIG2014_1731,Hylaeus,ornatus,Hylaeus_ornatus,Achillea,millefolium,Achillea_millefolium
9439,2014_SHT,2014,SH,T,1,2,XCIG2014_1732,Hylaeus,ornatus,Hylaeus_ornatus,Achillea,millefolium,Achillea_millefolium
9440,2014_SHT,2014,SH,T,1,2,XCIG2014_1733,Hylaeus,schwarzii,Hylaeus_schwarzii,Achillea,millefolium,Achillea_millefolium
9441,2014_SHT,2014,SH,T,1,2,XCIG2014_1734,Hylaeus,schwarzii,Hylaeus_schwarzii,Achillea,millefolium,Achillea_millefolium
9443,2014_SHT,2014,SH,T,1,2,XCIG2014_1738,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
9444,2014_SHT,2014,SH,T,1,2,XCIG2014_1739,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9445,2014_SHT,2014,SH,T,1,2,XCIG2014_1740,Bombus,pensylvanicus,Bombus_pensylvanicus,Monarda,fistulosa,Monarda_fistulosa
9446,2014_SHT,2014,SH,T,1,2,XCIG2014_1741,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9447,2014_SHT,2014,SH,T,1,2,XCIG2014_1742,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9448,2014_SHT,2014,SH,T,1,2,XCIG2014_1743,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9449,2014_SHT,2014,SH,T,1,2,XCIG2014_1744,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9450,2014_SHT,2014,SH,T,1,2,XCIG2014_1745,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9451,2014_SHT,2014,SH,T,1,2,XCIG2014_1746,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9452,2014_SHT,2014,SH,T,1,2,XCIG2014_1747,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9453,2014_SHT,2014,SH,T,1,2,XCIG2014_1748,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9454,2014_SHT,2014,SH,T,1,2,XCIG2014_1749,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9455,2014_SHT,2014,SH,T,1,2,XCIG2014_1750,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9456,2014_SHT,2014,SH,T,1,2,XCIG2014_1751,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9457,2014_SHT,2014,SH,T,1,2,XCIG2014_1752,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9458,2014_SHT,2014,SH,T,1,2,XCIG2014_1753,Bombus,pensylvanicus,Bombus_pensylvanicus,Monarda,fistulosa,Monarda_fistulosa
9459,2014_SHT,2014,SH,T,1,2,XCIG2014_1754,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9460,2014_SHT,2014,SH,T,1,2,XCIG2014_1755,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9461,2014_SHT,2014,SH,T,1,2,XCIG2014_1756,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9462,2014_SHT,2014,SH,T,1,2,XCIG2014_1757,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
9463,2014_SHT,2014,SH,T,1,2,XCIG2014_1758,Ceratina,mikmaqi,Ceratina_mikmaqi,Monarda,fistulosa,Monarda_fistulosa
9464,2014_SHT,2014,SH,T,1,2,XCIG2014_1759,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9465,2014_SHT,2014,SH,T,1,2,XCIG2014_1760,Bombus,auricomus,Bombus_auricomus,Monarda,fistulosa,Monarda_fistulosa
9466,2014_SHT,2014,SH,T,1,2,XCIG2014_1761,Bombus,pensylvanicus,Bombus_pensylvanicus,Monarda,fistulosa,Monarda_fistulosa
9467,2014_SHT,2014,SH,T,1,2,XCIG2014_1762,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9468,2014_SHT,2014,SH,T,1,2,XCIG2014_1763,Xylocopa,virginica,Xylocopa_virginica,Monarda,fistulosa,Monarda_fistulosa
9469,2014_SHT,2014,SH,T,1,2,XCIG2014_1764,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9470,2014_SHT,2014,SH,T,1,2,XCIG2014_1765,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
9471,2014_SHT,2014,SH,T,1,2,XCIG2014_1766,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9472,2014_SHT,2014,SH,T,1,2,XCIG2014_1767,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9473,2014_SHT,2014,SH,T,1,2,XCIG2014_1768,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9474,2014_SHT,2014,SH,T,1,2,XCIG2014_1769,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9475,2014_SHT,2014,SH,T,1,2,XCIG2014_1770,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9476,2014_SHT,2014,SH,T,1,2,XCIG2014_1771,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9477,2014_SHT,2014,SH,T,1,2,XCIG2014_1772,Halictus,ligatus,Halictus_ligatus,Helianthus,divaricatus,Helianthus_divaricatus
9478,2014_SHT,2014,SH,T,1,2,XCIG2014_1773,Lasioglossum,pilosum,Lasioglossum_pilosum,Monarda,fistulosa,Monarda_fistulosa
9479,2014_SHT,2014,SH,T,1,2,XCIG2014_1774,Megachile,mendica,Megachile_mendica,Monarda,fistulosa,Monarda_fistulosa
9480,2014_SHT,2014,SH,T,1,2,XCIG2014_1775,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9481,2014_SHT,2014,SH,T,1,2,XCIG2014_1776,Bombus,auricomus,Bombus_auricomus,Monarda,fistulosa,Monarda_fistulosa
9482,2014_SHT,2014,SH,T,1,2,XCIG2014_1777,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9483,2014_SHT,2014,SH,T,1,2,XCIG2014_1778,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9484,2014_SHT,2014,SH,T,1,2,XCIG2014_1779,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9485,2014_SHT,2014,SH,T,1,2,XCIG2014_1780,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9486,2014_SHT,2014,SH,T,1,2,XCIG2014_1781,Bombus,auricomus,Bombus_auricomus,Monarda,fistulosa,Monarda_fistulosa
9487,2014_SHT,2014,SH,T,1,2,XCIG2014_1782,Bombus,auricomus,Bombus_auricomus,Monarda,fistulosa,Monarda_fistulosa
9488,2014_SHT,2014,SH,T,1,2,XCIG2014_1783,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9489,2014_SHT,2014,SH,T,1,2,XCIG2014_1784,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
9490,2014_SHT,2014,SH,T,1,2,XCIG2014_1785,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9491,2014_SHT,2014,SH,T,1,2,XCIG2014_1786,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9492,2014_SHT,2014,SH,T,1,2,XCIG2014_1787,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9493,2014_SHT,2014,SH,T,1,2,XCIG2014_1788,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9494,2014_SHT,2014,SH,T,1,2,XCIG2014_1789,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9495,2014_SHT,2014,SH,T,1,2,XCIG2014_1790,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9496,2014_SHT,2014,SH,T,1,2,XCIG2014_1792,Augochlorella,aurata,Augochlorella_aurata,Pycnanthemum,tenuifolium,Pycnanthemum_tenuifolium
9497,2014_SHT,2014,SH,T,1,2,XCIG2014_1793,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9498,2014_SHT,2014,SH,T,1,2,XCIG2014_1794,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9499,2014_SHT,2014,SH,T,1,2,XCIG2014_1795,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9500,2014_SHT,2014,SH,T,1,2,XCIG2014_1796,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9501,2014_SHT,2014,SH,T,1,2,XCIG2014_1797,Bombus,pensylvanicus,Bombus_pensylvanicus,Monarda,fistulosa,Monarda_fistulosa
9502,2014_SHT,2014,SH,T,1,2,XCIG2014_1798,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
9503,2014_SHT,2014,SH,T,1,2,XCIG2014_1799,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9504,2014_SHT,2014,SH,T,1,2,XCIG2014_1800,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9505,2014_SHT,2014,SH,T,1,2,XCIG2014_1801,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9506,2014_SHT,2014,SH,T,1,2,XCIG2014_1802,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9507,2014_SHT,2014,SH,T,1,2,XCIG2014_1803,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9508,2014_SHT,2014,SH,T,1,2,XCIG2014_1804,Bombus,pensylvanicus,Bombus_pensylvanicus,Monarda,fistulosa,Monarda_fistulosa
9509,2014_SHT,2014,SH,T,1,2,XCIG2014_1805,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9510,2014_SHT,2014,SH,T,2,2,XCIG2014_1806,Halictus,ligatus,Halictus_ligatus,Erigeron,philadelphicus,Erigeron_philadelphicus
9511,2014_SHT,2014,SH,T,1,2,XCIG2014_1808,Melissodes,bimaculata,Melissodes_bimaculata,Monarda,fistulosa,Monarda_fistulosa
9512,2014_SHT,2014,SH,T,1,2,XCIG2014_1809,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9513,2014_SHT,2014,SH,T,1,2,XCIG2014_1810,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9514,2014_SHT,2014,SH,T,1,2,XCIG2014_1811,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9515,2014_SHT,2014,SH,T,1,2,XCIG2014_1812,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9516,2014_SHT,2014,SH,T,1,2,XCIG2014_1813,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9517,2014_SHT,2014,SH,T,1,2,XCIG2014_1814,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9518,2014_SHT,2014,SH,T,1,2,XCIG2014_1815,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9519,2014_SHT,2014,SH,T,1,2,XCIG2014_1816,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9520,2014_SHT,2014,SH,T,1,2,XCIG2014_1817,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9521,2014_SHT,2014,SH,T,1,2,XCIG2014_1818,Bombus,bimaculatus,Bombus_bimaculatus,Monarda,fistulosa,Monarda_fistulosa
9522,2014_SHT,2014,SH,T,1,2,XCIG2014_1819,Bombus,pensylvanicus,Bombus_pensylvanicus,Monarda,fistulosa,Monarda_fistulosa
9523,2014_SHT,2014,SH,T,1,2,XCIG2014_1820,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9524,2014_SHT,2014,SH,T,1,2,XCIG2014_1821,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
9525,2014_SHT,2014,SH,T,1,2,XCIG2014_1822,Hylaeus,mesillae,Hylaeus_mesillae,Eryngium,yuccifolium,Eryngium_yuccifolium
9526,2014_SHT,2014,SH,T,1,2,XCIG2014_1825,Bombus,vagans,Bombus_vagans,Monarda,fistulosa,Monarda_fistulosa
