"","gs","X","sc","year","site","treatment","transect","round","uniqueID","genus","species","plant_genus","plant_species","genus_species","meanIT","meantongue"
"297","Bombus_griseocollis",9471,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1766","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"298","Bombus_griseocollis",9551,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1852","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"299","Bombus_griseocollis",9427,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1720","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"300","Bombus_griseocollis",9328,"2014_DRT",2014,"DR","T","2",2,"XCIG2014_1616","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"301","Bombus_griseocollis",9102,"2014_MET",2014,"ME","T","2",1,"XCIG2014_1378","Bombus","griseocollis","Asclepias","syriaca","Asclepias_syriaca",4.992607843,9.971809194
"302","Bombus_griseocollis",9490,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1785","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"303","Bombus_griseocollis",9325,"2014_DRT",2014,"DR","T","2",2,"XCIG2014_1613","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"304","Bombus_griseocollis",9543,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1842","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"305","Bombus_griseocollis",9450,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1745","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"306","Bombus_griseocollis",9994,"2014_FHC",2014,"FH","C","2",2,"XCIG2014_2353","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"307","Bombus_griseocollis",9916,"2014_FHC",2014,"FH","C","2",2,"XCIG2014_2260","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"308","Bombus_griseocollis",9452,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1747","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"309","Bombus_griseocollis",9917,"2014_FHC",2014,"FH","C","2",2,"XCIG2014_2261","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"310","Bombus_griseocollis",9566,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1867","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"311","Bombus_griseocollis",9108,"2014_MET",2014,"ME","T","1",1,"XCIG2014_1385","Bombus","griseocollis","Apocynum","cannabinum","Apocynum_cannabinum",4.992607843,9.971809194
"312","Bombus_griseocollis",9433,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1726","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"313","Bombus_griseocollis",9912,"2014_FHC",2014,"FH","C","2",2,"XCIG2014_2256","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"314","Bombus_griseocollis",9573,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1876","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"315","Bombus_griseocollis",9909,"2014_FHC",2014,"FH","C","2",2,"XCIG2014_2253","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"316","Bombus_griseocollis",9992,"2014_FHC",2014,"FH","C","2",2,"XCIG2014_2351","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"317","Bombus_griseocollis",9476,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1771","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"318","Bombus_griseocollis",9504,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1800","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"319","Bombus_griseocollis",9601,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1905","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"320","Bombus_griseocollis",10306,"2014_DRT",2014,"DR","T","1",3,"XCIG2014_2681","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"321","Bombus_griseocollis",9105,"2014_MET",2014,"ME","T","2",1,"XCIG2014_1381","Bombus","griseocollis","Asclepias","syriaca","Asclepias_syriaca",4.992607843,9.971809194
"322","Bombus_griseocollis",9373,"2014_DRT",2014,"DR","T","1",2,"XCIG2014_1663","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"323","Bombus_griseocollis",9509,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1805","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"324","Bombus_griseocollis",9998,"2014_FHC",2014,"FH","C","2",2,"XCIG2014_2357","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"325","Bombus_griseocollis",10253,"2014_DRC",2014,"DR","C","1",3,"XCIG2014_2627","Bombus","griseocollis","Lythrum","salicaria","Lythrum_salicaria",4.992607843,9.971809194
"326","Bombus_griseocollis",9474,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1769","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"327","Bombus_griseocollis",10043,"2014_MEC",2014,"ME","C","2",2,"XCIG2014_2410","Bombus","griseocollis","Lythrum","salicaria","Lythrum_salicaria",4.992607843,9.971809194
"328","Bombus_griseocollis",9597,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1901","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"329","Bombus_griseocollis",10299,"2014_DRT",2014,"DR","T","1",3,"XCIG2014_2674","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"330","Bombus_griseocollis",9529,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1828","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"331","Bombus_griseocollis",9448,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1743","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"332","Bombus_griseocollis",9449,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1744","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"333","Bombus_griseocollis",9451,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1746","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"334","Bombus_griseocollis",9454,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1749","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"335","Bombus_griseocollis",9507,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1803","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"336","Bombus_griseocollis",9577,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1880","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"337","Bombus_griseocollis",9482,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1777","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"338","Bombus_griseocollis",10146,"2014_MEC",2014,"ME","C","2",2,"XCIG2014_2517","Bombus","griseocollis","Lythrum","salicaria","Lythrum_salicaria",4.992607843,9.971809194
"339","Bombus_griseocollis",9920,"2014_FHC",2014,"FH","C","2",2,"XCIG2014_2264","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"340","Bombus_griseocollis",9911,"2014_FHC",2014,"FH","C","2",2,"XCIG2014_2255","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"341","Bombus_griseocollis",9910,"2014_FHC",2014,"FH","C","2",2,"XCIG2014_2254","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"342","Bombus_griseocollis",9488,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1783","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"343","Bombus_griseocollis",9461,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1756","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"344","Bombus_griseocollis",9991,"2014_FHC",2014,"FH","C","2",2,"XCIG2014_2350","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"345","Bombus_griseocollis",9297,"2014_DRT",2014,"DR","T","1",2,"XCIG2014_1585","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"346","Bombus_griseocollis",9295,"2014_DRT",2014,"DR","T","1",2,"XCIG2014_1583","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"347","Bombus_griseocollis",9544,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1843","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"348","Bombus_griseocollis",9494,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1789","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"349","Bombus_griseocollis",9303,"2014_DRT",2014,"DR","T","2",2,"XCIG2014_1591","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"350","Bombus_griseocollis",9497,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1793","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"351","Bombus_griseocollis",9630,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1940","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"352","Bombus_griseocollis",10679,"2014_FHC",2014,"FH","C","1",3,"XCIG2014_3066","Bombus","griseocollis","Echinacea","purpurea","Echinacea_purpurea",4.992607843,9.971809194
"353","Bombus_griseocollis",9554,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1855","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"354","Bombus_griseocollis",9596,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1900","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"355","Bombus_griseocollis",9623,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1933","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"356","Bombus_griseocollis",9393,"2014_DRT",2014,"DR","T","1",2,"XCIG2014_1683","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"357","Bombus_griseocollis",9515,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1812","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"358","Bombus_griseocollis",10302,"2014_DRT",2014,"DR","T","1",3,"XCIG2014_2677","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"359","Bombus_griseocollis",9115,"2014_MET",2014,"ME","T","1",1,"XCIG2014_1392","Bombus","griseocollis","Apocynum","cannabinum","Apocynum_cannabinum",4.992607843,9.971809194
"360","Bombus_griseocollis",9641,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1951","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"361","Bombus_griseocollis",9385,"2014_DRT",2014,"DR","T","1",2,"XCIG2014_1675","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"362","Bombus_griseocollis",9398,"2014_URC",2014,"UR","C","2",2,"XCIG2014_1688","Bombus","griseocollis","Pycnanthemum","tenuifolium","Pycnanthemum_tenuifolium",4.992607843,9.971809194
"363","Bombus_griseocollis",9550,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1851","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"364","Bombus_griseocollis",9523,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1820","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"365","Bombus_griseocollis",9524,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1821","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"366","Bombus_griseocollis",10696,"2014_FHC",2014,"FH","C","2",3,"XCIG2014_3083","Bombus","griseocollis","Rudbeckia","laciniata","Rudbeckia_laciniata",4.992607843,9.971809194
"367","Bombus_griseocollis",9568,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1869","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"368","Bombus_griseocollis",9556,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1857","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"369","Bombus_griseocollis",9528,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1827","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"370","Bombus_griseocollis",9570,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1873","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"371","Bombus_griseocollis",9908,"2014_FHC",2014,"FH","C","2",2,"XCIG2014_2252","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"372","Bombus_griseocollis",9447,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1742","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"373","Bombus_griseocollis",9898,"2014_FHC",2014,"FH","C","1",2,"XCIG2014_2242","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"374","Bombus_griseocollis",9627,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1937","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"375","Bombus_griseocollis",9412,"2014_URT",2014,"UR","T","2",2,"XCIG2014_1702","Bombus","griseocollis","Apocynum","cannabinum","Apocynum_cannabinum",4.992607843,9.971809194
"376","Bombus_griseocollis",8839,"2014_SHC",2014,"SH","C","2",1,"XCIG2014_1107","Bombus","griseocollis","Apocynum","cannabinum","Apocynum_cannabinum",4.992607843,9.971809194
"377","Bombus_griseocollis",9495,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1790","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"378","Bombus_griseocollis",10320,"2014_DRT",2014,"DR","T","2",3,"XCIG2014_2695","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"379","Bombus_griseocollis",10251,"2014_DRC",2014,"DR","C","1",3,"XCIG2014_2625","Bombus","griseocollis","Lythrum","salicaria","Lythrum_salicaria",4.992607843,9.971809194
"380","Bombus_griseocollis",9584,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1887","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"381","Bombus_griseocollis",9907,"2014_FHC",2014,"FH","C","2",2,"XCIG2014_2251","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"382","Bombus_griseocollis",9990,"2014_FHC",2014,"FH","C","2",2,"XCIG2014_2349","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"383","Bombus_griseocollis",9625,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1935","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"384","Bombus_griseocollis",9557,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1858","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"385","Bombus_griseocollis",9379,"2014_DRT",2014,"DR","T","1",2,"XCIG2014_1669","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"386","Bombus_griseocollis",9436,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1729","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"387","Bombus_griseocollis",10303,"2014_DRT",2014,"DR","T","1",3,"XCIG2014_2678","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"388","Bombus_griseocollis",9103,"2014_MET",2014,"ME","T","2",1,"XCIG2014_1379","Bombus","griseocollis","Asclepias","syriaca","Asclepias_syriaca",4.992607843,9.971809194
"389","Bombus_griseocollis",9104,"2014_MET",2014,"ME","T","2",1,"XCIG2014_1380","Bombus","griseocollis","Asclepias","syriaca","Asclepias_syriaca",4.992607843,9.971809194
"390","Bombus_griseocollis",9629,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1939","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"391","Bombus_griseocollis",9549,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1850","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"392","Bombus_griseocollis",9565,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1866","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"393","Bombus_griseocollis",9484,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1779","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"394","Bombus_griseocollis",10643,"2014_FHC",2014,"FH","C","2",3,"XCIG2014_3030","Bombus","griseocollis","Rudbeckia","laciniata","Rudbeckia_laciniata",4.992607843,9.971809194
"395","Bombus_griseocollis",9922,"2014_FHC",2014,"FH","C","2",2,"XCIG2014_2266","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"396","Bombus_griseocollis",9310,"2014_DRT",2014,"DR","T","2",2,"XCIG2014_1598","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"397","Bombus_griseocollis",9446,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1741","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"398","Bombus_griseocollis",9516,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1813","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"399","Bombus_griseocollis",9542,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1841","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"400","Bombus_griseocollis",9897,"2014_FHC",2014,"FH","C","2",2,"XCIG2014_2241","Bombus","griseocollis","Echinacea","purpurea","Echinacea_purpurea",4.992607843,9.971809194
"401","Bombus_griseocollis",9480,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1775","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"402","Bombus_griseocollis",9520,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1817","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"403","Bombus_griseocollis",9567,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1868","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"404","Bombus_griseocollis",9564,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1865","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"405","Bombus_griseocollis",9455,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1750","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"406","Bombus_griseocollis",9579,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1882","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"407","Bombus_griseocollis",10227,"2014_DRT",2014,"DR","T","2",3,"XCIG2014_2601","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"408","Bombus_griseocollis",9527,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1826","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"409","Bombus_griseocollis",9364,"2014_DRT",2014,"DR","T","2",2,"XCIG2014_1654","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"410","Bombus_griseocollis",9460,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1755","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"411","Bombus_griseocollis",10298,"2014_DRT",2014,"DR","T","1",3,"XCIG2014_2673","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"412","Bombus_griseocollis",9598,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1902","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"413","Bombus_griseocollis",9599,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1903","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"414","Bombus_griseocollis",9312,"2014_DRT",2014,"DR","T","2",2,"XCIG2014_1600","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"415","Bombus_griseocollis",9493,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1788","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"416","Bombus_griseocollis",9492,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1787","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"417","Bombus_griseocollis",10318,"2014_DRT",2014,"DR","T","2",3,"XCIG2014_2693","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"418","Bombus_griseocollis",10469,"2014_URT",2014,"UR","T","1",3,"XCIG2014_2850","Bombus","griseocollis","Pycnanthemum","tenuifolium","Pycnanthemum_tenuifolium",4.992607843,9.971809194
"419","Bombus_griseocollis",9382,"2014_DRT",2014,"DR","T","1",2,"XCIG2014_1672","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"420","Bombus_griseocollis",9582,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1885","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"421","Bombus_griseocollis",9989,"2014_FHC",2014,"FH","C","2",2,"XCIG2014_2348","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"422","Bombus_griseocollis",9499,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1795","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"423","Bombus_griseocollis",9473,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1768","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"424","Bombus_griseocollis",9500,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1796","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"425","Bombus_griseocollis",9637,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1947","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"426","Bombus_griseocollis",10243,"2014_DRT",2014,"DR","T","1",3,"XCIG2014_2617","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"427","Bombus_griseocollis",9113,"2014_MEC",2014,"ME","C","2",1,"XCIG2014_1390","Bombus","griseocollis","Apocynum","cannabinum","Apocynum_cannabinum",4.992607843,9.971809194
"428","Bombus_griseocollis",9381,"2014_DRT",2014,"DR","T","1",2,"XCIG2014_1671","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"429","Bombus_griseocollis",9302,"2014_DRT",2014,"DR","T","2",2,"XCIG2014_1590","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"430","Bombus_griseocollis",10250,"2014_DRC",2014,"DR","C","1",3,"XCIG2014_2624","Bombus","griseocollis","Lythrum","salicaria","Lythrum_salicaria",4.992607843,9.971809194
"431","Bombus_griseocollis",10224,"2014_DRT",2014,"DR","T","2",3,"XCIG2014_2598","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"432","Bombus_griseocollis",9644,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1954","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"433","Bombus_griseocollis",9646,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1956","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"434","Bombus_griseocollis",9633,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1943","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"435","Bombus_griseocollis",9595,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1899","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"436","Bombus_griseocollis",9974,"2014_FHC",2014,"FH","C","1",2,"XCIG2014_2328","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"437","Bombus_griseocollis",9921,"2014_FHC",2014,"FH","C","2",2,"XCIG2014_2265","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"438","Bombus_griseocollis",9986,"2014_FHC",2014,"FH","C","2",2,"XCIG2014_2345","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"439","Bombus_griseocollis",9514,"2014_SHT",2014,"SH","T","1",2,"XCIG2014_1811","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"440","Bombus_griseocollis",9636,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1946","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"441","Bombus_griseocollis",9970,"2014_FHC",2014,"FH","C","1",2,"XCIG2014_2324","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"442","Bombus_griseocollis",9560,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1861","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
"443","Bombus_griseocollis",9642,"2014_SHT",2014,"SH","T","2",2,"XCIG2014_1952","Bombus","griseocollis","Monarda","fistulosa","Monarda_fistulosa",4.992607843,9.971809194
