site,observer,collection_date,plant_genus,plant_species,individual_plant,inf_number,flower_number,c_width_1_px,c_width_2_px,c_depth1_px,c_depth2_px,c_depth3_px,width,c_width_2_mm,depth,c_depth2_mm,c_depth_3_mm,magnification,flower_type,photo_reference,plant_code,live,notes,**make sure all measurement photos are saved in jp2 format
NENE,JZ,13-Jul,Heliopsis,helianthoides,j,1,3,266.24,,1197.65,,,0.906895389,,4.079564538,,,1,disc,,HEHE5_d,,,
EP,ES,14-Jul,Cirsium,arvense,a,1,1,730.03,406.67,(measured with calipers),,,0.828902295,0.461747731,8.23,,,3,disc,CIAR4_a_1_1,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,a,1,2,249.64,138.16,(measured with calipers),,,0.850350679,0.470615486,9.48,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,a,1,3,219.39,121.53,(measured with calipers),,,0.747309868,0.413968587,9.1,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,a,2,1,380.17,128.65,(measured with calipers),,,1.294976037,0.438221499,10.5,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,a,2,2,371.68,163.33,(measured with calipers),,,1.266056483,0.556352253,10.1,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,a,2,3,279.88,134.51,(measured with calipers),,,0.953357427,0.458182462,10.35,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,b,1,1,310.91,129.52,(measured with calipers),,,1.059055158,0.441184986,9.22,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,b,1,2,359.98,138.05,(measured with calipers),,,1.226202682,0.470240792,9.75,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,b,1,3,273.6,124.65,(measured with calipers),,,0.931965814,0.424596267,9.9,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,b,2,1,271.12,150.91,(measured with calipers),,,0.923518171,0.51404591,8.89,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,b,2,2,290.32,157.3,(measured with calipers),,,0.988919281,0.535812217,9.19,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,b,2,3,340.63,135.14,(measured with calipers),,,1.160290626,0.460328436,9.2,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,c,1,1,313.52,143.55,(measured with calipers),,,1.067945622,0.488975485,10.61,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,c,1,2,276.6,156.35,(measured with calipers),,,0.942184738,0.532576225,11.65,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,c,1,3,413.48,128.8,(measured with calipers),,,1.408440149,0.438732445,12.1,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,d,1,1,250.2,137.16,(measured with calipers),,,0.852258212,0.467209178,9.76,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,d,1,2,229.97,129.62,(measured with calipers),,,0.783348605,0.441525617,10.69,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,d,1,3,284.41,154.93,(measured with calipers),,,0.968788002,0.527739268,10.71,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,e,1,1,228.75,148.97,(measured with calipers),,,0.779192909,0.507437673,8.82,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,e,1,2,183.24,135.03,(measured with calipers),,,0.624171841,0.459953742,8.47,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,e,1,3,224.69,144.72,(measured with calipers),,,0.7653633,0.492960865,8.91,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,f,1,1,223.04,160.06,(measured with calipers),,,0.759742892,0.545213627,8.79,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,f,1,2,151.27,123.24,(measured with calipers),,,0.515272181,0.419793373,8.24,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,f,1,3,170.57,135.49,(measured with calipers),,,0.581013922,0.461520644,9.07,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,g,1,1,210.1,140.07,(measured with calipers),,,0.715665269,0.477121534,8.42,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,g,1,2,151.77,117.21,(measured with calipers),,,0.516975335,0.399253337,6.17,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,g,1,3,252.37,137.75,(measured with calipers),,,0.8596499,0.4692189,8.44,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,g,2,1,210.85,145.11,(measured with calipers),,,0.71822,0.494289325,9.34,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,g,2,2,164.25,120.75,(measured with calipers),,,0.559486056,0.411311667,9.2,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Cirsium,arvense,g,2,3,170.56,131.48,(measured with calipers),,,0.580979859,0.44786135,8.75,,,1,disc,,CIAR4_d,,multiply all measurements taken live under microscope by 2,
EP,JZ,14-Jul,Coreopsis,lanceolata,a,1,1,390.03,,1388.63,,,1.328562232,,4.730101201,,,1,disc,,COLA5_d,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,a,1,2,263.33,,1471.73,,,0.896983033,,5.01316538,,,1,disc,,COLA5_d,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,a,1,3,335.16,,1348,,,1.141658123,,4.591702915,,,1,disc,,COLA5_d,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,a,1,4,466.55,,963.25,,,1.589212904,,3.281125989,,,1,ray,,COLA5_r,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,a,1,5,458.83,,897.49,,,1.562916208,,3.057127188,,,1,ray,yes,COLA5_r,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,b,1,1,368.88,,1378.21,,,1.256518822,,4.694607474,,,1,disc,,COLA5_d,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,b,1,2,274.73,,1438.62,,,0.935814942,,4.900382528,,,1,disc,,COLA5_d,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,b,1,3,373.11,,865.9,,,1.270927504,,2.949521925,,,1,ray,,COLA5_r,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,b,1,4,367.13,,917.25,,,1.250557783,,3.12443583,,,1,ray,,COLA5_r,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,c,1,1,379.43,,1665.03,,,1.292455369,,5.671604678,,,1,disc,,COLA5_d,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,c,1,2,392.3,,1685.84,,,1.33629455,,5.742489943,,,1,disc,,COLA5_d,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,c,1,3,463.56,,841.19,,,1.579028044,,2.865352059,,,1,ray,,COLA5_r,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,c,1,4,480.94,,810.74,,,1.638229674,,2.761629986,,,1,ray,,COLA5_r,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,d,1,1,436.97,,1838.93,,,1.48845432,,6.263961604,,,1,disc,,COLA5_d,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,d,1,2,398.57,,1746.71,,,1.3576521,,5.949831899,,,1,disc,,COLA5_d,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,d,1,3,322.59,,1068.91,,,1.098840833,,3.641036471,,,1,ray,,COLA5_r,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,d,1,4,477.11,,1006.8,,,1.625183515,,3.429470694,,,1,ray,,COLA5_r,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,d,2,1,366.4,,1420.58,,,1.248071178,,4.838932736,,,1,disc,,COLA5_d,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,d,2,2,294.69,,1393.38,,,1.003804846,,4.746281163,,,1,disc,,COLA5_d,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,d,2,3,390.04,,924.99,,,1.328596295,,3.150800653,,,1,ray,,COLA5_r,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,d,2,4,497.01,,771.01,,,1.69296904,,2.626297377,,,1,ray,,COLA5_r,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,e,1,1,317.22,,1599.47,,,1.080548961,,5.448287138,,,1,disc,,COLA5_d,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,e,1,2,293.35,,1476.28,,,0.999240393,,5.02866408,,,1,disc,,COLA5_d,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,e,1,3,387.19,,882.15,,,1.318888317,,3.004874426,,,1,ray,,COLA5_r,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,e,1,4,427.84,,875.28,,,1.457354729,,2.981473092,,,1,ray,,COLA5_r,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,f,1,1,374.69,,1709.09,,,1.27630947,,5.821686599,,,1,disc,,COLA5_d,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,f,1,2,379.12,,1733.52,,,1.291399413,,5.904902699,,,1,disc,,COLA5_d,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,f,1,3,505.96,,1004.49,,,1.723455495,,3.421602123,,,1,ray,,COLA5_r,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,f,1,4,420.31,,1061.26,,,1.431705232,,3.614978217,,,1,ray,,COLA5_r,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,g,1,1,429.79,,1431.88,,,1.46399703,,4.877424014,,,1,disc,,COLA5_d,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,g,1,2,341.5,,1593.36,,,1.163254114,,5.427474597,,,1,disc,,COLA5_d,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,g,1,3,402.62,,921.23,,,1.371447647,,3.137992935,,,1,ray,,COLA5_r,,,
EP,JZ,14-Jul,Coreopsis,lanceolata,g,1,4,291.68,,819.77,,,0.993551859,,2.792388946,,,1,ray,,COLA5_r,,,
EP,ES,20-Jul,Coreopsis,lanceolata,h,1,1,207,,713,,,0.705105715,,2.428697462,,,1,disc,,COLA5_d,,,
EP,ES,20-Jul,Coreopsis,lanceolata,h,1,2,171,,607,,,0.582478634,,2.067628835,,,1,disc,,COLA5_d,,,
EP,ES,20-Jul,Coreopsis,lanceolata,h,1,3,146,,180,,,0.497320939,,0.613135404,,,1,ray,,COLA5_r,,,
EP,ES,20-Jul,Coreopsis,lanceolata,h,1,4,149,,170,,,0.507539862,,0.579072326,,,1,ray,,COLA5_r,,,
EP,ES,20-Jul,Coreopsis,lanceolata,i,1,1,182,,738,,,0.61994802,,2.513855157,,,1,disc,,COLA5_d,,,
EP,ES,20-Jul,Coreopsis,lanceolata,i,1,2,190,,639,,,0.647198482,,2.176630685,,,1,disc,,COLA5_d,,,
EP,ES,20-Jul,Coreopsis,lanceolata,i,1,3,130,,354,,,0.442820014,,1.205832961,,,1,ray,,COLA5_r,,,
EP,ES,20-Jul,Coreopsis,lanceolata,i,1,4,181,,323,,,0.616541712,,1.10023742,,,1,ray,,COLA5_r,,,
EP,ES,14-Jul,Centaurea,cyanus,a,1,1,1054.73,302.79,(measured with calipers),,,3.592735027,1.031395939,13.14,7.11,,1,ray,CECY2_a_1_1,CECY2_r,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Centaurea,cyanus,a,1,2,1066.16,259.41,(measured with calipers),,,3.631669125,0.883630307,11.8,7.52,,1,ray,,CECY2_r,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Centaurea,cyanus,b,1,1,1051,182,(measured with calipers),(measured with calipers),,3.580029499,0.61994802,17.38,8.99,,1,ray,,CECY2_r,,multiply all measurements taken live under microscope by 2,
EP,ES,14-Jul,Centaurea,cyanus,b,1,2,1504,172,(measured with calipers),(measured with calipers),,5.123086932,0.585884942,14.25,10.53,,1,ray,,CECY2_r,,multiply all measurements taken live under microscope by 2,
ME,JZ,17-Jul,Lythrum,salicaria,a,1,1,666,,1557.86,,,2.268600995,,5.306550671,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,a,1,2,719,,1477,,,2.449135309,,5.031116622,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,a,1,3,598,,1556,,,2.036972065,,5.300214938,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,a,2,1,650,,1619,,,2.214100071,,5.514812329,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,a,2,2,841,,1697,,,2.86470486,,5.780504338,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,a,2,3,665.81,,1667,,,2.267953797,,5.678315104,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,b,1,1,798,,1616,,,2.718233625,,5.504593406,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,b,1,2,917,,1677,,,3.123584253,,5.712378182,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,b,1,3,628,,1711,,,2.139161299,,5.828192647,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,b,2,1,815,,1562,,,2.776140858,,5.320652785,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,b,2,2,834,,1620,,,2.840860706,,5.518218637,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,b,2,3,621,,1728,,,2.115317144,,5.88609988,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,c,1,1,867,,1924,,,2.953268863,,6.553736209,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,c,1,2,809,,1619,,,2.755703011,,5.514812329,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,c,1,3,824,,1552,,,2.806797628,,5.286589707,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,c,2,1,773,,1510,,,2.63307593,,5.143524779,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,c,2,2,653,,1772,,,2.224318994,,6.035977423,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,c,2,3,847,,1778,,,2.885142707,,6.05641527,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,d,1,1,844,,2027,,,2.874923784,,6.904585912,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,d,1,2,828,,1907,,,2.820422859,,6.495828976,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,d,1,3,790,,1890,,,2.690983163,,6.437921743,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,d,2,1,891,,1932,,,3.03502025,,6.580986671,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,d,2,2,868,,1745,,,2.956675171,,5.944007112,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,d,2,3,647,,1907,,,2.203881147,,6.495828976,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,e,1,1,817,,1211,,,2.782953473,,4.125038747,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,e,1,2,701,,1552,,,2.387821768,,5.286589707,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,e,1,3,864,,1515,,,2.94304994,,5.160556318,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,e,2,1,751,,1501,,,2.558137158,,5.112868009,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,e,2,2,489,,1515,,,1.665684515,,5.160556318,,,1,corolla,,LYSA2,,,
ME,JZ,17-Jul,Lythrum,salicaria,e,2,3,823,,1518,,,2.80339132,,5.170775242,,,1,corolla,,LYSA2,,,
GF,ES,20-Jul,Prunella,vulgaris,a,1,1,245,,713,,,0.834545411,,2.428697462,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
GF,ES,20-Jul,Prunella,vulgaris,a,1,2,283,,826,,,0.963985108,,2.813610243,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
GF,ES,20-Jul,Prunella,vulgaris,a,1,3,255,,801,,,0.868608489,,2.728452548,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
GF,ES,20-Jul,Prunella,vulgaris,a,2,1,218,,633,,,0.742575101,,2.156192838,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
GF,ES,20-Jul,Prunella,vulgaris,a,2,2,257,,649,,,0.875421105,,2.210693763,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
GF,ES,20-Jul,Prunella,vulgaris,a,2,3,265,,745,,,0.902671567,,2.537699312,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
GF,ES,20-Jul,Prunella,vulgaris,b,1,1,233,,528,,,0.793669718,,1.798530519,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
GF,ES,20-Jul,Prunella,vulgaris,b,1,2,193,,652,,,0.657417406,,2.220912686,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
GF,ES,20-Jul,Prunella,vulgaris,b,1,3,211,,651,,,0.718730946,,2.217506378,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
GF,ES,20-Jul,Prunella,vulgaris,b,1,4,217,,684,,,0.739168793,,2.329914536,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
GF,ES,20-Jul,Prunella,vulgaris,b,2,1,269,,786,,,0.916296798,,2.677357931,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
GF,ES,20-Jul,Prunella,vulgaris,b,2,2,293,,854,,,0.998048186,,2.908986862,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
GF,ES,20-Jul,Prunella,vulgaris,b,2,3,278,,809,,,0.946953569,,2.755703011,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
GF,ES,20-Jul,Prunella,vulgaris,b,2,4,260,,711,,,0.885640028,,2.421884846,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
GF,ES,20-Jul,Prunella,vulgaris,b,2,5,228,,664,,,0.776638179,,2.26178838,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
GF,ES,20-Jul,Prunella,vulgaris,b,2,6,199,,719,,,0.677855252,,2.449135309,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
GF,ES,20-Jul,Prunella,vulgaris,b,2,7,228,,726,,,0.776638179,,2.472979463,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Prunella,vulgaris,c,1,1,240,,1092,,,0.817513872,,3.719688118,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Prunella,vulgaris,c,1,2,317,,1027,,,1.079799573,,3.498278111,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Prunella,vulgaris,c,1,3,315,,1008,,,1.072986957,,3.433558263,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Prunella,vulgaris,d,1,1,258,,1174,,,0.878827413,,3.999005358,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Prunella,vulgaris,d,1,2,348,,1023,,,1.185395115,,3.48465288,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Prunella,vulgaris,d,1,3,365,,1053,,,1.243302347,,3.586842114,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Prunella,vulgaris,e,1,1,321,,1014,,,1.093424804,,3.45399611,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Prunella,vulgaris,e,1,2,417,,1229,,,1.420430353,,4.186352287,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Prunella,vulgaris,e,1,3,238,,986,,,0.810701257,,3.358619492,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Prunella,vulgaris,f,1,1,214,,1117,,,0.728949869,,3.804845813,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Prunella,vulgaris,f,1,2,232,,848,,,0.79026341,,2.888549015,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Prunella,vulgaris,f,1,3,336,,915,,,1.144519421,,3.116771638,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Prunella,vulgaris,g,1,1,334,,1088,,,1.137706805,,3.706062887,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Prunella,vulgaris,g,1,2,310,,1126,,,1.055955418,,3.835502584,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Prunella,vulgaris,g,1,3,315,,1020,,,1.072986957,,3.474433957,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Prunella,vulgaris,h,1,1,317,,1108,,,1.079799573,,3.774189043,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Prunella,vulgaris,h,1,2,392,,1090,,,1.335272658,,3.712875503,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Prunella,vulgaris,h,1,3,410,,919,,,1.396586198,,3.130396869,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Prunella,vulgaris,h,2,1,348,,1039,,,1.185395115,,3.539153805,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Prunella,vulgaris,h,2,2,295,,1104,,,1.004860801,,3.760563812,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Prunella,vulgaris,h,2,3,201,,1105,,,0.684667868,,3.76397012,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Prunella,vulgaris,h,3,1,372,,1072,,,1.267146502,,3.651561962,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Prunella,vulgaris,h,3,2,320,,1054,,,1.090018496,,3.590248422,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Prunella,vulgaris,h,3,3,269,,1020,,,0.916296798,,3.474433957,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Prunella,vulgaris,i,1,1,228,,934,,,0.776638179,,3.181491486,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Prunella,vulgaris,i,1,2,262,,877,,,0.892452644,,2.987331941,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Prunella,vulgaris,i,1,3,237,,986,,,0.807294949,,3.358619492,,,1,corolla,,PRVU,,multiply all measurements taken live under microscope by 2,
ME,JZ,22-Jun,Leucanthemum,vulgare,a,1,1,,,,,,0.78,,2.63,1.17,1.18,NA,disc,,LEVU_d,,,
ME,JZ,22-Jun,Leucanthemum,vulgare,a,1,2,,,,,,0.6,,2.4,1.1,1.1,NA,disc,,LEVU_d,,,
ME,JZ,22-Jun,Leucanthemum,vulgare,a,1,3,,,,,,0.65,,2.4,1.25,1.1,NA,disc,,LEVU_d,,,
ME,JZ,22-Jun,Leucanthemum,vulgare,a,1,4,,,,,,0.6,,2.4,0.7,1.6,NA,disc,,LEVU_d,,,
ME,JZ,22-Jun,Leucanthemum,vulgare,a,1,5,,,,,,0.7,,3,1.3,1.5,NA,disc,,LEVU_d,,,
ME,ES,22-Jun,Leucanthemum,vulgare,a,2,1,,,,,,0.71,,2.3,1.16,1.22,NA,disc,,LEVU_d,,,
ME,ES,22-Jun,Leucanthemum,vulgare,a,2,2,,,,,,0.7,,2.98,1.05,1.58,NA,disc,,LEVU_d,,,
ME,ES,22-Jun,Leucanthemum,vulgare,a,2,3,,,,,,0.77,,2.74,1.38,1.1,NA,disc,,LEVU_d,,,
ME,ES,22-Jun,Leucanthemum,vulgare,a,2,4,,,,,,0.69,,2.68,1.09,1.3,NA,disc,,LEVU_d,,,
ME,ES,22-Jun,Leucanthemum,vulgare,a,2,5,,,,,,0.77,,2.53,1.2,1.44,NA,disc,,LEVU_d,,,
ME,ES,22-Jun,Leucanthemum,vulgare,a,2,6,,,,,,0.75,,2.6,1.1,1.14,NA,disc,,LEVU_d,,,
ME,JZ,22-Jun,Leucanthemum,vulgare,c,1,1,,,,,,0.6,,2.6,1.4,0.95,NA,disc,,LEVU_d,,,
ME,JZ,22-Jun,Leucanthemum,vulgare,c,1,2,,,,,,0.9,,2.9,1.35,1.3,NA,disc,,LEVU_d,,,
ME,JZ,22-Jun,Leucanthemum,vulgare,c,1,3,,,,,,0.5,,2.3,1.1,1.3,NA,disc,,LEVU_d,,,
ME,JZ,22-Jun,Leucanthemum,vulgare,c,1,4,,,,,,0.6,,2.5,1,1.4,NA,disc,,LEVU_d,,,
ME,JZ,22-Jun,Leucanthemum,vulgare,c,1,5,,,,,,0.5,,2.5,1.1,1.3,NA,disc,,LEVU_d,,,
ME,JZ,22-Jun,Leucanthemum,vulgare,c,2,1,,,,,,0.6,,3,1.15,1.4,NA,disc,,LEVU_d,,,
ME,JZ,22-Jun,Leucanthemum,vulgare,c,2,2,,,,,,0.5,,2.5,1.1,1.2,NA,disc,,LEVU_d,,,
ME,JZ,22-Jun,Leucanthemum,vulgare,c,2,3,,,,,,0.5,,2.6,1.05,1.1,NA,disc,,LEVU_d,,,
ME,JZ,22-Jun,Leucanthemum,vulgare,c,2,4,,,,,,0.6,,2.4,1.2,1.3,NA,disc,,LEVU_d,,,
ME,JZ,22-Jun,Leucanthemum,vulgare,c,2,5,,,,,,0.5,,2.6,1.2,1.3,NA,disc,,LEVU_d,,,
ME,ES,22-Jun,Leucanthemum,vulgare,b,1,1,,,,,,0.86,,3.1,1.45,1.47,NA,disc,,LEVU_d,,,
ME,ES,22-Jun,Leucanthemum,vulgare,b,1,2,,,,,,0.69,,2.49,1.4,1.17,NA,disc,,LEVU_d,,,
