year,ent_by,site,date,round,obs,tran,t_c,quadrat,plant_code,plant_genus,plant_species,count,count_unit,notes
2015,ES,URWA,19-Jun,1,JZ,2,T,1,TRAU2,Trifolium,aureum,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,2,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,3,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,4,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,5,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,6,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,7,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,7,GAMO,Galium,mollugo,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,8,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,8,TRAU2,Trifolium,aureum,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,9,none,none,none,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,10,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,10,APCA,,,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,11,none,none,none,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,12,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,13,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,14,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,15,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,16,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,16,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,17,TRAU2,Trifolium,aureum,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,18,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,18,TRAU2,Trifolium,aureum,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,19,none,none,none,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,20,none,none,none,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,21,none,none,none,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,22,none,none,none,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,23,none,none,none,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,24,GAMO,Galium,mollugo,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,25,ROMU,Rosa,multiflora,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,26,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,27,none,none,none,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,28,none,none,none,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,29,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,2,T,30,PEDI,Penstemon,digitalis,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,1,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,1,TRCA5,Trifolium,campestre,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,1,LEVU,Leucanthemum,vulgare,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,2,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,2,TRCA5,Trifolium,campestre,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,2,VITE,Vicia,tetrasperma,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,3,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,3,TRCA5,Trifolium,campestre,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,4,none,none,none,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,5,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,6,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,6,TRCA5,Trifolium,campestre,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,6,PLLA,Plantago,lanceolata,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,7,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,8,PLLA,Plantago,lanceolata,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,9,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,9,PLLA,Plantago,lanceolata,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,10,none,none,none,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,11,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,11,LEVU,Leucanthemum,vulgare,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,11,ACMI2,Achillea,millefolium,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,12,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,12,ACMI2,Achillea,millefolium,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,12,TRPR2,Trifolium,pratense,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,13,ERST3,Erigeron,strigosus,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,14,none,none,none,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,15,none,none,none,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,16,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,16,PLLA,Plantago,lanceolata,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,16,TRAU2,Trifolium,aureum,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,16,GAMO,Galium,mollugo,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,17,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,17,PLLA,Plantago,lanceolata,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,17,CEFO2,Cerastium,fontanum,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,18,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,18,PLLA,Plantago,lanceolata,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,19,PLLA,Plantago,lanceolata,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,20,TRAU2,Trifolium,aureum,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,21,LEVU,Leucanthemum,vulgare,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,21,PLLA,Plantago,lanceolata,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,22,PLLA,Plantago,lanceolata,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,23,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,24,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,25,PLLA,Plantago,lanceolata,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,25,CEFO2,Cerastium,fontanum,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,26,PLLA,Plantago,lanceolata,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,26,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,27,GAMO,Galium,mollugo,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,28,GAMO,Galium,mollugo,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,28,LOCO6,Lotus,corniculatus,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,29,PLLA,Plantago,lanceolata,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,29,GAMO,Galium,mollugo,,,
2015,ES,URWA,19-Jun,1,JZ,1,C,30,PLLA,Plantago,lanceolata,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,1,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,1,TRCA5,Trifolium,campestre,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,1,VITE,Vicia,tetrasperma,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,2,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,3,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,3,TRCA5,Trifolium,campestre,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,3,STGR,Stellaria,graminea,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,4,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,5,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,6,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,7,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,7,ACMI2,Achillea,millefolium,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,7,CEFO2,Cerastium,fontanum,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,7,PLLA,Plantago,lanceolata,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,8,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,9,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,10,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,11,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,11,PLLA,Plantago,lanceolata,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,11,ROMU,Rosa,multiflora,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,12,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,13,PLLA,Plantago,lanceolata,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,13,ASTU,Ascelpias,tuberosa,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,14,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,14,TRCA5,Trifolium,campestre,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,14,PLLA,Plantago,lanceolata,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,14,ASTU,Ascelpias,tuberosa,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,15,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,15,TRCA5,Trifolium,campestre,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,16,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,16,TRCA5,Trifolium,campestre,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,16,SIAN3,Sisyrinchium,angustifolium,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,17,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,18,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,18,TRCA5,Trifolium,campestre,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,18,PLLA,Plantago,lanceolata,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,19,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,19,TRCA5,Trifolium,campestre,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,20,TRCA5,Trifolium,campestre,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,20,ACMI2,Achillea,millefolium,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,20,PLLA,Plantago,lanceolata,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,21,PLLA,Plantago,lanceolata,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,21,TRCA5,Trifolium,campestre,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,22,PLLA,Plantago,lanceolata,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,22,TRCA5,Trifolium,campestre,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,23,PLLA,Plantago,lanceolata,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,23,TRCA5,Trifolium,campestre,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,24,ACPA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,24,GAMO,Galium,mollugo,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,25,LEVU,Leucanthemum,vulgare,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,26,PLLA,Plantago,lanceolata,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,26,GAMO,Galium,mollugo,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,27,PLLA,Plantago,lanceolata,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,28,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,29,APCA,Apocynum,cannabinum,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,29,LEVU,Leucanthemum,vulgare,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,29,PYTE,Pycnanthemum,tenuifolium,,,
2015,ES,URWA,19-Jun,1,JZ,2,C,30,APCA,Apocynum,cannabinum,,,
2015,ES,ME,22-Jun,1,JZ,1,T,1,TRHY,Trifolium,hybridum,,,
2015,ES,ME,22-Jun,1,JZ,1,T,1,MEOF,Melilotus,officinalis,,,
2015,ES,ME,22-Jun,1,JZ,1,T,2,MEOF,Melilotus,officinalis,,,
2015,ES,ME,22-Jun,1,JZ,1,T,2,PONO3,Potentilla,norvegica,,,
2015,ES,ME,22-Jun,1,JZ,1,T,2,TRPR2,Trifolium,pratense,,,
2015,ES,ME,22-Jun,1,JZ,1,T,2,ERST3,Erigeron,strigosus,,,
2015,ES,ME,22-Jun,1,JZ,1,T,3,PONO3,Potentilla,norvegica,,,
2015,ES,ME,22-Jun,1,JZ,1,T,3,TRPR2,Trifolium,pratense,,,
2015,ES,ME,22-Jun,1,JZ,1,T,3,ERST3,Erigerson,strigosus,,,
2015,ES,ME,22-Jun,1,JZ,1,T,3,MELU,Medicago,lupulina,,,
2015,ES,ME,22-Jun,1,JZ,1,T,4,TRHY,Trifolium,hybridum,,,
2015,ES,ME,22-Jun,1,JZ,1,T,5,TRHY,Trifolium,hybridum,,,
2015,ES,ME,22-Jun,1,JZ,1,T,5,PONO3,Potentilla,norvegica,,,
2015,ES,ME,22-Jun,1,JZ,1,T,6,MELU,Medicago,lupulina,,,
2015,ES,ME,22-Jun,1,JZ,1,T,7,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,T,8,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,T,9,OXST,Oxalis,stricta,,,
2015,ES,ME,22-Jun,1,JZ,1,T,10,TRPR2,Trifolium,pratense,,,
2015,ES,ME,22-Jun,1,JZ,1,T,11,ERST3,Erigeron,strigosus,,,
2015,ES,ME,22-Jun,1,JZ,1,T,12,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,T,13,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,T,14,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,T,15,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,T,16,ERST3,Erigeron,strigosus,,,
2015,ES,ME,22-Jun,1,JZ,1,T,17,ERST3,Erigeron,strigosus,,,
2015,ES,ME,22-Jun,1,JZ,1,T,18,MELU,Medicago,lupulina,,,
2015,ES,ME,22-Jun,1,JZ,1,T,19,ERST3,Erigeron,strigosus,,,
2015,ES,ME,22-Jun,1,JZ,1,T,20,ERST3,Erigeron,strigosus,,,
2015,ES,ME,22-Jun,1,JZ,1,T,21,TRPR2,Trifolium,pratense,,,
2015,ES,ME,22-Jun,1,JZ,1,T,21,TRRE3,Trifolium,repens,,,
2015,ES,ME,22-Jun,1,JZ,1,T,22,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,T,23,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,T,24,ERST3,Erigeron,strigosus,,,
2015,ES,ME,22-Jun,1,JZ,1,T,24,SOCA3,Solanum,carolinense,,,
2015,ES,ME,22-Jun,1,JZ,1,T,25,ERST3,Erigeron,strigosus,,,
2015,ES,ME,22-Jun,1,JZ,1,T,25,PONO3,Potentilla,norvegica,,,
2015,ES,ME,22-Jun,1,JZ,1,T,26,TRHY,Trifolium,hybridum,,,
2015,ES,ME,22-Jun,1,JZ,1,T,27,ERST3,Erigeron,strigosus,,,
2015,ES,ME,22-Jun,1,JZ,1,T,27,ANAR,Anagallis,arvensis,,,
2015,ES,ME,22-Jun,1,JZ,1,T,28,ERST3,Erigeron,strigosus,,,
2015,ES,ME,22-Jun,1,JZ,1,T,29,ERST3,Erigeron,strigosus,,,
2015,ES,ME,22-Jun,1,JZ,1,T,30,ERST3,Erigeron,strigosus,,,
2015,ES,ME,22-Jun,1,JZ,2,T,1,TRPR2,Trifolium,pratense,,,
2015,ES,ME,22-Jun,1,JZ,2,T,2,TRPR2,Trifolium,pratense,,,
2015,ES,ME,22-Jun,1,JZ,2,T,2,TRRE3,Trifolium,repens,,,
2015,ES,ME,22-Jun,1,JZ,2,T,3,TRPR2,Trifolium,pratense,,,
2015,ES,ME,22-Jun,1,JZ,2,T,3,TRRE3,Trifolium,repens,,,
2015,ES,ME,22-Jun,1,JZ,2,T,4,TRRE3,Trifolium,repens,,,
2015,ES,ME,22-Jun,1,JZ,2,T,4,OXST,Oxalis,stricta,,,
2015,ES,ME,22-Jun,1,JZ,2,T,5,TRRE3,Trifolium,repens,,,
2015,ES,ME,22-Jun,1,JZ,2,T,6,OXST,Oxalis,stricta,,,
2015,ES,ME,22-Jun,1,JZ,2,T,6,DIAR,Dianthus,armeria,,,
2015,ES,ME,22-Jun,1,JZ,2,T,6,ERST3,Erigeron,strigosus,,,
2015,ES,ME,22-Jun,1,JZ,2,T,7,TRPR2,Trifolium,pratense,,,
2015,ES,ME,22-Jun,1,JZ,2,T,7,ANAR,Anagallis,arvensis,,,
2015,ES,ME,22-Jun,1,JZ,2,T,8,ERST3,Erigeron,strigosus,,,
2015,ES,ME,22-Jun,1,JZ,2,T,8,ANAR,Anagallis,arvensis,,,
2015,ES,ME,22-Jun,1,JZ,2,T,9,ANAR,Anagallis,arvensis,,,
2015,ES,ME,22-Jun,1,JZ,2,T,10,TRRE3,Trifolium,repens,,,
2015,ES,ME,22-Jun,1,JZ,2,T,10,OXST,Oxalis,stricta,,,
2015,ES,ME,22-Jun,1,JZ,2,T,10,ANAR,Anagallis,arvensis,,,
2015,ES,ME,22-Jun,1,JZ,2,T,11,ERST3,Erigeron,strigosus,,,
2015,ES,ME,22-Jun,1,JZ,2,T,12,ERST3,Erigeron,strigosus,,,
2015,ES,ME,22-Jun,1,JZ,2,T,13,TRPR2,Trifolium,pratense,,,
2015,ES,ME,22-Jun,1,JZ,2,T,14,TRPR2,Trifolium,pratense,,,
2015,ES,ME,22-Jun,1,JZ,2,T,15,TRPR2,Trifolium,pratense,,,
2015,ES,ME,22-Jun,1,JZ,2,T,16,DIAR,Dianthus,armeria,,,
2015,ES,ME,22-Jun,1,JZ,2,T,17,DIAR,Dianthus,armeria,,,
2015,ES,ME,22-Jun,1,JZ,2,T,17,ERST3,Erigeron,strigosus,,,
2015,ES,ME,22-Jun,1,JZ,2,T,18,DIAR,Dianthus,armeria,,,
2015,ES,ME,22-Jun,1,JZ,2,T,19,TRRE3,Trifolium,repens,,,
2015,ES,ME,22-Jun,1,JZ,2,T,19,DIAR,Dianthus,armeria,,,
2015,ES,ME,22-Jun,1,JZ,2,T,19,TRHY,Trifolium,hybridum,,,
2015,ES,ME,22-Jun,1,JZ,2,T,20,TRPR2,Trifolium,pratense,,,
2015,ES,ME,22-Jun,1,JZ,2,T,20,DIAR,Dianthus,armeria,,,
2015,ES,ME,22-Jun,1,JZ,2,T,20,ERST3,Erigeron,strigosus,,,
2015,ES,ME,22-Jun,1,JZ,2,T,20,TRHY,Trifolium,hybridum,,,
2015,ES,ME,22-Jun,1,JZ,2,T,21,DIAR,Dianthus,armeria,,,
2015,ES,ME,22-Jun,1,JZ,2,T,21,ERST3,Erigeron,strigosus,,,
2015,ES,ME,22-Jun,1,JZ,2,T,21,TRRE3,Trifolium,repens,,,
2015,ES,ME,22-Jun,1,JZ,2,T,22,DIAR,Dianthus,armeria,,,
2015,ES,ME,22-Jun,1,JZ,2,T,22,ERST3,Erigeron,strigosus,,,
2015,ES,ME,22-Jun,1,JZ,2,T,22,TRRE3,Trifolium,repens,,,
2015,ES,ME,22-Jun,1,JZ,2,T,22,TRHY,Trifolium,hybridum,,,
2015,ES,ME,22-Jun,1,JZ,2,T,23,DIAR,Dianthus,armeria,,,
2015,ES,ME,22-Jun,1,JZ,2,T,23,ERST3,Erigeron,strigosus,,,
2015,ES,ME,22-Jun,1,JZ,2,T,24,DIAR,Dianthus,armeria,,,
2015,ES,ME,22-Jun,1,JZ,2,T,24,ERST3,Erigeron,strigosus,,,
2015,ES,ME,22-Jun,1,JZ,2,T,24,LEVU,Leucanthemum,vulgare,,,
2015,ES,ME,22-Jun,1,JZ,2,T,25,DIAR,Dianthus,armeria,,,
2015,ES,ME,22-Jun,1,JZ,2,T,25,ERST3,Erigeron,strigosus,,,
2015,ES,ME,22-Jun,1,JZ,2,T,25,PLLA,Plantago,lanceolata,,,
2015,ES,ME,22-Jun,1,JZ,2,T,26,DIAR,Dianthus,armeria,,,
2015,ES,ME,22-Jun,1,JZ,2,T,27,DIAR,Dianthus,armeria,,,
2015,ES,ME,22-Jun,1,JZ,2,T,28,DIAR,Dianthus,armeria,,,
2015,ES,ME,22-Jun,1,JZ,2,T,29,DIAR,Dianthus,armeria,,,
2015,ES,ME,22-Jun,1,JZ,2,T,29,ERST3,Erigeron,strigosus,,,
2015,ES,ME,22-Jun,1,JZ,2,T,30,DIAR,Dianthus,armeria,,,
2015,ES,ME,22-Jun,1,JZ,2,T,30,ERST3,Erigeron,strigosus,,,
2015,ES,ME,22-Jun,1,JZ,2,T,30,LEVU,Leucanthemum,vulgare,,,
2015,ES,ME,22-Jun,1,JZ,2,T,30,TRPR2,Trifolium,pratense,,,
2015,ES,ME,22-Jun,1,JZ,1,C,1,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,C,2,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,C,3,GATR2,Galium,trifidum,,,
2015,ES,ME,22-Jun,1,JZ,1,C,4,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,C,5,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,C,6,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,C,7,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,C,8,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,C,9,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,C,10,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,C,11,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,C,12,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,C,13,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,C,14,GATR2,Galium,trifidum,,,
2015,ES,ME,22-Jun,1,JZ,1,C,15,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,C,16,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,C,17,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,C,18,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,C,19,LYSA2,Lythrum,salicaria,,,
2015,ES,ME,22-Jun,1,JZ,1,C,20,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,C,21,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,C,22,OXGR,Oxalis,grandis,,,
2015,ES,ME,22-Jun,1,JZ,1,C,22,GATR2,Galium,trifidum,,,
2015,ES,ME,22-Jun,1,JZ,1,C,23,GATR2,Galium,trifidum,,,
2015,ES,ME,22-Jun,1,JZ,1,C,24,GATR2,Galium,trifidum,,,
2015,ES,ME,22-Jun,1,JZ,1,C,25,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,C,26,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,C,27,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,C,28,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,C,29,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,1,C,30,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,2,C,1,LYSA2,Lythrum,salicaria,,,
2015,ES,ME,22-Jun,1,JZ,2,C,2,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,2,C,3,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,2,C,4,GATR2,Galium,trifidum,,,
2015,ES,ME,22-Jun,1,JZ,2,C,5,LYSA2,Lythrum,salicaria,,,
2015,ES,ME,22-Jun,1,JZ,2,C,6,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,2,C,7,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,2,C,8,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,2,C,9,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,2,C,10,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,2,C,11,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,2,C,12,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,2,C,13,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,2,C,14,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,2,C,15,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,2,C,16,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,2,C,17,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,2,C,18,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,2,C,19,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,2,C,20,OXST,Oxalis,stricta,,,
2015,ES,ME,22-Jun,1,JZ,2,C,21,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,2,C,22,VITE,Vicia,tetrasperma,,,
2015,ES,ME,22-Jun,1,JZ,2,C,23,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,2,C,24,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,2,C,25,APCA,Apocynum,cannabinum,,,
2015,ES,ME,22-Jun,1,JZ,2,C,26,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,2,C,27,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,2,C,28,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,2,C,29,none,none,none,,,
2015,ES,ME,22-Jun,1,JZ,2,C,30,none,none,none,,,
2015,ES,SH,29-Jun,2,JZ,1,C,1,none,none,none,,,
2015,ES,SH,29-Jun,2,JZ,1,C,2,none,none,none,,,
2015,ES,SH,29-Jun,2,JZ,1,C,3,none,none,none,,,
2015,ES,SH,29-Jun,2,JZ,1,C,4,none,none,none,,,
2015,ES,SH,29-Jun,2,JZ,1,C,5,none,none,none,,,
2015,ES,SH,29-Jun,2,JZ,1,C,6,OXST,Oxalis,stricta,,,
2015,ES,SH,29-Jun,2,JZ,1,C,7,none,none,none,,,
2015,ES,SH,29-Jun,2,JZ,1,C,8,OXST,Oxalis,stricta,,,
2015,ES,SH,29-Jun,2,JZ,1,C,9,none,none,none,,,
